,NO,일반/집합 구분,대지위치,도로명주소,건물명칭,동명칭,세대,호,가구,대지면적(㎡),건축면적(㎡),연면적(㎡),용적률산정용면적(㎡),건폐율(%),용적률(%),주구조,용도,지붕구조,지하층수(층),지상층수(층),높이(ｍ),부속건축물(동),부속건축물(㎡),주차장_자주식_옥내(대),주차장_자주식_옥외(대),주차장_자주식_인근(대),주차장_기계식_옥내(대),주차장_기계식_옥외(대),주차장_기계식_인근(대),주차장면제(대),승용승강기(대),비상용승강기(대),허가일자,착공일자,사용승인일자,에너지효율등급,에너지절감률(%),에너지성능지표(EPI)점수,친환경인증등급,친환경인증점수,지능형인증등급,지능형인증점수,위도,경도,위경도
318,171,일반,서울특별시 중구 주교동 12-2,서울특별시 중구 청계천로 ,,,0,0,0,0,0,2505.62,0,0,0,철근콘크리트구조,판매시설,슬레이트,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,1961-12-15,,0,0,,0,,0,37.5691933,127.0011136,"(37.5691933,127.0011136)"
319,172,일반,서울특별시 중구 주교동 12-2,서울특별시 중구 청계천로 ,,,0,0,0,0,0,2505.62,0,0,0,철근콘크리트구조,판매시설,슬레이트,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,1961-12-15,,0,0,,0,,0,37.5691933,127.0011136,"(37.5691933,127.0011136)"
320,173,일반,서울특별시 중구 주교동 12-2,서울특별시 중구 청계천로 ,,,0,0,0,0,0,2505.62,0,0,0,철근콘크리트구조,판매시설,슬레이트,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,1961-12-15,,0,0,,0,,0,37.5691933,127.0011136,"(37.5691933,127.0011136)"
321,174,일반,서울특별시 중구 주교동 12-2,서울특별시 중구 청계천로 ,,,0,0,0,0,0,2534.12,0,0,0,철근콘크리트구조,판매시설,슬레이트,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,1961-12-15,,0,0,,0,,0,37.5691933,127.0011136,"(37.5691933,127.0011136)"
322,175,일반,서울특별시 중구 주교동 12-2,서울특별시 중구 청계천로 ,,,0,0,0,0,0,2505.62,0,0,0,철근콘크리트구조,판매시설,슬레이트,0,4,0,0,0,0,0,0,0,0,0,0,0,0,,,1961-12-15,,0,0,,0,,0,37.5691933,127.0011136,"(37.5691933,127.0011136)"
323,176,집합,서울특별시 중구 주교동 19-1,서울특별시 중구 동호로37길 ,,,788,0,0,0,0,17811.18,0,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,3,0,0,0,0,0,0,0,0,0,0,0,0,,,1976-09-23,,0,0,,0,,0,37.5687043,127.0008111,"(37.5687042999999,127.0008111)"
324,177,집합,서울특별시 중구 주교동 19-14,서울특별시 중구 동호로37길 ,,,281,0,0,0,0,5565.15,0,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,3,0,0,0,0,0,0,0,0,0,0,0,0,,,1976-09-23,,0,0,,0,,0,37.5681765,127.0007427,"(37.5681765,127.0007427)"
325,178,일반,서울특별시 중구 주교동 26,서울특별시 중구 청계천로 206-1,,,0,0,0,0,0,2505.62,0,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,6,0,0,0,0,0,0,0,0,0,0,0,0,,,1961-12-05,,0,0,,0,,0,37.5690713,127.0005839,"(37.5690713,127.0005839)"
326,179,일반,서울특별시 중구 주교동 96-1,서울특별시 중구 청계천로 ,,,0,0,0,0,0,1716.5,0,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,9,0,0,0,0,0,0,0,0,0,0,0,0,,,1966-01-28,,0,0,,0,,0,37.5686453,126.9985139,"(37.5686453,126.9985139)"
327,180,일반,서울특별시 중구 주자동 42-2,서울특별시 중구 퇴계로 162-3,,,0,0,0,0,0,1469.07,0,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,6,0,0,0,0,0,0,0,0,0,0,0,0,,,1969-01-30,,0,0,,0,,0,37.5608359,126.9899005,"(37.5608359,126.9899005)"
328,181,일반,서울특별시 중구 중림동 116,서울특별시 중구 청파로103길 15,,,0,0,0,0,0,1108.27,0,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,6,0,0,0,0,0,0,0,0,0,0,0,0,,,1964-10-01,,0,0,,0,,0,37.5584015,126.9687624,"(37.5584015,126.9687624)"
329,182,일반,서울특별시 중구 중림동 128-33,서울특별시 중구 청파로 ,,,0,0,1,215.4,157.42,1117.55,0,73.08,518.82,철근콘크리트구조,판매시설,(철근)콘크리트,1,6,0,0,0,0,0,0,0,0,0,0,0,0,,,1969-10-27,,0,0,,0,,0,37.5582517,126.9690582,"(37.5582517,126.9690582)"
330,183,일반,서울특별시 중구 중림동 473-4,서울특별시 중구 서소문로6길 ,,,0,0,0,0,0,1448.92,0,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,0,4,0,0,0,0,0,0,0,0,0,0,0,0,,,1967-10-30,,0,0,,0,,0,37.5600153,126.9676758,"(37.5600153,126.9676758)"
331,184,일반,서울특별시 중구 충무로1가 24-3,서울특별시 중구 명동8나길 ,,,0,0,0,450.3,350.02,1597.7,1292.8,77.73,287.1,철근콘크리트구조,판매시설,(철근)콘크리트,1,5,17.4,0,0,0,0,0,0,0,0,0,0,0,,,1934-12-10,,0,0,,0,,0,37.5613593,126.9848191,"(37.5613593,126.984819099999)"
332,185,집합,서울특별시 중구 충무로1가 52-41,서울특별시 중구 소공로 ,회현 지하도상가,,0,20,0,0,0,4602.09,0,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2014-12-30,,0,0,,0,,0,37.560624,126.9818576,"(37.560624,126.981857599999)"
333,186,일반,서울특별시 중구 충무로1가 52-5,서울특별시 중구 소공로 ,,,0,0,0,2410.4,2138.37,13457.31,11134.93,88.71,461.95,철근콘크리트구조,판매시설,(철근)콘크리트,1,6,26.35,0,0,2,0,0,0,0,0,0,3,0,,,1930-10-24,,0,0,,0,,0,37.5609239,126.9811371,"(37.5609239,126.9811371)"
334,187,집합,서울특별시 중구 충무로1가 54,서울특별시 중구 퇴계로 ,신세계백화점,,22,0,0,8606.6,5151.42,118273.88,68403.13,59.854297,794.77528,철골철근콘크리트구조,판매시설,(철근)콘크리트,7,19,90,0,0,469,0,0,0,0,0,0,13,3,2000-11-25,2002-12-23,2005-07-27,,0,0,,0,,0,37.5604217,126.9810233,"(37.5604217,126.9810233)"
335,188,집합,서울특별시 중구 충무로2가 109-2,서울특별시 중구 퇴계로 ,명동역 지하도상가,,0,6,0,0,0,1032.38,0,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2014-12-15,,0,0,,0,,0,37.5608531,126.985731,"(37.5608531,126.985731)"
336,189,일반,서울특별시 중구 충무로2가 65-6,서울특별시 중구 퇴계로 ,,,0,0,0,228.4,200.07,1348.99,1110.25,87.59,486.09,철근콘크리트구조,판매시설,(철근)콘크리트,2,6,21.6,0,0,0,0,0,0,0,0,0,0,0,,,1970-10-23,,0,0,,0,,0,37.5611621,126.9858446,"(37.5611621,126.9858446)"
337,190,집합,서울특별시 중구 충무로2가 65-9,서울특별시 중구 퇴계로 ,하이해리엇,,1080,0,0,2315,1387.84,23727.75,13880.53,59.95,599.59,철골철근콘크리트구조,판매시설,(철근)콘크리트,6,11,65.04,0,0,93,0,0,0,0,0,0,2,2,2003-04-21,2004-03-05,2006-03-22,,0,0,,0,,0,37.5613449,126.985343,"(37.5613449,126.985343)"
338,191,일반,서울특별시 중구 충무로5가 22-1,서울특별시 중구 퇴계로51길 ,,,0,0,0,0,0,179.52,0,0,0,벽돌구조,판매시설,(철근)콘크리트,1,4,0,0,0,0,0,0,0,0,0,0,0,0,,,1970-05-14,,0,0,,0,,0,37.5638829,127.0015753,"(37.5638829,127.0015753)"
339,192,일반,서울특별시 중구 충무로5가 8-9,서울특별시 중구 동호로31길 31-1,,,0,0,0,0,0,183.18,0,0,0,일반목구조,판매시설,기와,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,1931-06-10,,0,0,,0,,0,37.5631626,127.0009528,"(37.5631626,127.0009528)"
340,193,일반,서울특별시 중구 충무로5가 8-9,서울특별시 중구 동호로31길 31-1,,,0,0,0,0,0,126.98,0,0,0,일반목구조,판매시설,기와,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,1931-06-10,,0,0,,0,,0,37.5631626,127.0009528,"(37.5631626,127.0009528)"
341,194,집합,서울특별시 중구 태평로2가 68-2,서울특별시 중구 세종대로16길 ,,,4,0,0,0,0,275.59,0,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,0,4,0,0,0,0,0,0,0,0,0,0,0,0,,,1960-11-30,,0,0,,0,,0,37.5633802,126.9771985,"(37.5633802,126.9771985)"
342,195,일반,서울특별시 중구 필동2가 7-3,서울특별시 중구 퇴계로 200,흥도빌딩,,0,0,0,0,0,887.07,0,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,6,0,0,0,0,0,0,0,0,0,0,0,0,,,1969-10-20,,0,0,,0,,0,37.561005,126.9941007,"(37.561005,126.9941007)"
343,196,집합,서울특별시 중구 황학동 2545,서울특별시 중구 청계천로 ,롯데캐슬베네치아,메가몰동,657,0,0,0,8139.04,125780.44,31259.88,0,0,철골철근콘크리트구조,판매시설,(철근)콘크리트,4,2,10.6,0,0,0,0,0,0,0,0,0,8,6,1996-12-13,2004-05-25,2008-12-22,,0,0,,0,,0,37.5709957,127.0214143,"(37.5709957,127.0214143)"
344,197,집합,서울특별시 중구 황학동 370-1,서울특별시 중구 퇴계로85길 ,신당 지하도상가,,0,6,0,0,0,3235.13,0,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2015-01-05,,0,0,,0,,0,37.5683671,127.019297,"(37.5683671,127.019297)"
345,198,일반,서울특별시 중구 황학동 729,서울특별시 중구 퇴계로 431,,,0,0,0,0,0,1042.81,0,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,1964-12-17,,0,0,,0,,0,37.5658651,127.0195169,"(37.5658651,127.0195169)"
346,199,일반,서울특별시 중구 황학동 730,서울특별시 중구 퇴계로 429,,,0,0,0,0,0,1042.81,0,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,1964-12-17,,0,0,,0,,0,37.5659066,127.0193794,"(37.5659066,127.0193794)"
347,200,일반,서울특별시 중구 황학동 731,서울특별시 중구 퇴계로83길 10-20,,,0,0,0,0,0,1042.81,0,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,1964-12-17,,0,0,,0,,0,37.5660831,127.0193198,"(37.5660831,127.0193198)"
348,201,집합,서울특별시 중구 회현동1가 202-10,서울특별시 중구 남대문로 ,,,96,0,0,1491.37,1366.1,9014.38,7060.99,91.6,473.46,철근콘크리트구조,판매시설,(철근)콘크리트,2,6,0,0,0,0,0,0,0,0,0,0,0,0,,,1973-10-02,,0,0,,0,,0,37.5611884,126.9799506,"(37.5611884,126.9799506)"
349,202,집합,서울특별시 중구 회현동1가 204,서울특별시 중구 남대문시장10길 ,MESA,,507,0,0,2549.5,1515.42,46789.59,26566,59.44,1042.01,일반철골구조,판매시설,(철근)콘크리트,9,23,95,0,0,195,2,0,193,0,0,0,5,1,1997-07-10,1998-04-23,2000-07-24,,0,0,,0,,0,37.5603914,126.9796232,"(37.5603914,126.9796232)"
350,203,일반,서울특별시 중구 회현동2가 1-9,서울특별시 중구  ,,,0,0,0,0,0,13.22,0,0,0,일반목구조,판매시설,기와,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,1949-07-10,,0,0,,0,,0,37.563843,126.997602,"(37.563843,126.997602)"
351,204,일반,서울특별시 중구 회현동2가 1-9,서울특별시 중구  ,,,0,0,0,0,0,19.83,0,0,0,일반목구조,판매시설,기와,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,1948-03-15,,0,0,,0,,0,37.563843,126.997602,"(37.563843,126.997602)"
352,205,일반,서울특별시 중구 흥인동 15,서울특별시 중구 퇴계로 ,,,0,0,0,0,0,2012.23,0,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,1971-05-08,,0,0,,0,,0,37.5659204,127.0178226,"(37.5659204,127.0178226)"
353,206,집합,서울특별시 중구 흥인동 3-1,서울특별시 중구 마장로 ,우일프라자,,218,0,0,1195.6,716.64,9909.32,0,59.94,493.26,철골철근콘크리트구조,판매시설,(철근)콘크리트,5,10,45.6,0,0,34,0,0,0,0,0,0,2,0,1993-12-17,1994-08-20,1996-10-21,,0,0,,0,,0,37.5678075,127.0166305,"(37.5678075,127.0166305)"
354,207,일반,서울특별시 중구 흥인동 63,서울특별시 중구 퇴계로 ,,,0,0,0,0,0,2017.99,0,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,5,0,0,0,0,0,0,0,0,0,0,0,0,,,1971-07-17,,0,0,,0,,0,37.5659532,127.0172184,"(37.5659532,127.0172184)"
355,208,일반,서울특별시 중구 흥인동 63,서울특별시 중구 퇴계로 ,,,0,0,0,0,0,2017.99,0,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,5,0,0,0,0,0,0,0,0,0,0,0,0,,,1971-07-17,,0,0,,0,,0,37.5659532,127.0172184,"(37.5659532,127.0172184)"
356,209,일반,서울특별시 중구 흥인동 63,서울특별시 중구 퇴계로 411,,,0,0,0,0,0,2017.99,0,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,5,0,0,0,0,0,0,0,0,0,0,0,0,,,1971-07-17,,0,0,,0,,0,37.5659532,127.0172184,"(37.5659532,127.0172184)"
357,210,일반,서울특별시 중구 흥인동 63,서울특별시 중구 퇴계로 ,,,0,0,0,0,0,2017.99,0,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,5,0,0,0,0,0,0,0,0,0,0,0,0,,,1971-07-17,,0,0,,0,,0,37.5659532,127.0172184,"(37.5659532,127.0172184)"
358,211,일반,서울특별시 중구 흥인동 63,서울특별시 중구 퇴계로 411,,,0,0,0,0,0,2017.99,0,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,5,0,0,0,0,0,0,0,0,0,0,0,0,,,1971-07-17,,0,0,,0,,0,37.5659532,127.0172184,"(37.5659532,127.0172184)"
359,212,일반,서울특별시 중구 흥인동 63,서울특별시 중구 퇴계로 ,,,0,0,0,0,0,2017.99,0,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,5,0,0,0,0,0,0,0,0,0,0,0,0,,,1971-07-17,,0,0,,0,,0,37.5659532,127.0172184,"(37.5659532,127.0172184)"
360,213,일반,서울특별시 중구 흥인동 63,서울특별시 중구 퇴계로 411,,,0,0,0,0,0,2017.99,0,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,5,0,0,0,0,0,0,0,0,0,0,0,0,,,1971-07-17,,0,0,,0,,0,37.5659532,127.0172184,"(37.5659532,127.0172184)"
361,214,일반,서울특별시 중구 흥인동 63,서울특별시 중구 퇴계로 ,,,0,0,0,0,0,2017.99,0,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,5,0,0,0,0,0,0,0,0,0,0,0,0,,,1971-07-17,,0,0,,0,,0,37.5659532,127.0172184,"(37.5659532,127.0172184)"
362,1,집합,서울특별시 종로구 관수동 20,서울특별시 종로구 수표로 ,국일관드림펠리스,국일관드림펠리스,683,0,0,2720.79,1613.8,32600.85,18658.08,59.3137,685.7597,일반철골구조,판매시설,(철근)콘크리트,7,15,64.2,0,0,131,0,0,0,0,0,0,4,2,1997-07-14,1997-09-26,2000-11-06,,0,0,,0,,0,37.569749,126.9899771,"(37.569749,126.9899771)"
363,2,집합,서울특별시 종로구 교북동 126,서울특별시 종로구 송월길 155,경희궁자이,상가동,0,32,0,0,0,1694.6019,1694.6019,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2009-07-20,2014-10-27,2017-06-29,,0,0,,0,,0,37.5715566,126.9614259,"(37.5715566,126.9614259)"
364,3,집합,서울특별시 종로구 교북동 126,서울특별시 종로구 송월길 155,경희궁자이,"전기,발전기실(판매시설용)",0,0,0,0,0,9.6799,0,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-07-20,2014-10-27,2017-06-29,,0,0,,0,,0,37.5715566,126.9614259,"(37.5715566,126.9614259)"
365,4,집합,서울특별시 종로구 교북동 126,서울특별시 종로구 송월길 155,경희궁자이,기계실(판매시설용),0,0,0,0,0,42.4006,0,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-07-20,2014-10-27,2017-06-29,,0,0,,0,,0,37.5715566,126.9614259,"(37.5715566,126.9614259)"
366,5,집합,서울특별시 종로구 교북동 126,서울특별시 종로구 송월길 155,경희궁자이,지하주차장(판매시설용),0,0,0,0,0,599.6421,0,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-07-20,2014-10-27,2017-06-29,,0,0,,0,,0,37.5715566,126.9614259,"(37.5715566,126.9614259)"
367,6,집합,서울특별시 종로구 낙원동 288,서울특별시 종로구 삼일대로 ,,,412,0,0,0,0,43207.88,0,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,17,0,0,0,0,0,0,0,0,0,0,0,0,,,1968-09-15,,0,0,,0,,0,37.5722238,126.9876399,"(37.5722238,126.9876399)"
368,7,집합,서울특별시 종로구 돈의동 137,서울특별시 종로구 돈화문로5가길 ,피카디리플러스,,2114,0,0,3768.6,2255.64,31684.87,16249.51,59.85,431.18,일반철골구조,판매시설,(철근)콘크리트,7,9,40.02,0,0,128,3,0,0,0,0,0,3,1,2001-05-17,2002-03-05,2004-10-29,,0,0,,0,,0,37.5710436,126.9912336,"(37.5710436,126.9912336)"
369,8,일반,서울특별시 종로구 숭인동 1063,서울특별시 종로구 종로 ,,,0,0,0,1179,287.6,862.8,862.8,24.39,73.18,벽돌구조,판매시설,(철근)콘크리트,0,3,9,0,0,0,25,0,0,0,0,0,0,0,,,1944-07-20,,0,0,,0,,0,37.5754577,127.0220284,"(37.5754577,127.0220284)"
370,9,일반,서울특별시 종로구 숭인동 1242,서울특별시 종로구 보문로 ,,,0,0,1,191,0,516.09,0,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,0,4,0,0,0,0,0,0,0,0,0,0,0,0,,,1960-07-01,,0,0,,0,,0,37.5762005,127.0229545,"(37.5762005,127.0229545)"
371,10,일반,서울특별시 종로구 숭인동 1423,서울특별시 종로구 난계로27길 ,,,0,0,0,0,0,1190.55,0,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,1968-07-26,,0,0,,0,,0,37.572889,127.0227471,"(37.572889,127.0227471)"
372,11,집합,서울특별시 종로구 예지동 187-2,서울특별시 종로구 창경궁로 ,종로4가 지하도상가,,0,0,0,0,0,1313.91,0,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,0,,0,37.5693724,126.9978527,"(37.5693724,126.9978527)"
373,12,일반,서울특별시 종로구 인의동 112-2,서울특별시 종로구 창경궁로 ,세운스퀘어,증축동,0,0,0,14235.58,3431.17,6422.32,6422.32,24.1,45.11,일반철골구조,판매시설,(철근)콘크리트,0,3,15.3,0,0,0,0,0,0,0,0,0,0,0,2008-07-11,2008-08-16,2009-12-02,,0,0,,0,,0,37.5722981,126.9970536,"(37.5722981,126.9970536)"
374,13,일반,서울특별시 종로구 인의동 112-2,서울특별시 종로구 창경궁로 ,세운스퀘어,본관동,0,0,1,14235.58,1227.93,10461.53,8065.32,8.62,56.65,철근콘크리트구조,판매시설,(철근)콘크리트,2,7,28.4,0,0,0,32,0,0,0,0,0,2,0,,,,,0,0,,0,,0,37.5722981,126.9970536,"(37.5722981,126.9970536)"
375,14,집합,서울특별시 종로구 장사동 116-4,서울특별시 종로구 청계천로 ,세운상가,가동,529,0,0,0,0,19637.28,0,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,8,0,0,0,0,0,0,0,0,0,0,0,0,,,1967-11-17,,0,0,,0,,0,37.5692878,126.995241,"(37.5692878,126.995241)"
376,15,집합,서울특별시 종로구 장사동 128-3,서울특별시 종로구 종로26길 18,,,4,0,0,0,0,2225.06,0,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,0,5,0,0,0,0,0,0,0,0,0,0,0,0,,,1960-06-26,,0,0,,0,,0,37.5695031,126.9948507,"(37.5695031,126.9948507)"
377,16,일반,서울특별시 종로구 장사동 207-1,서울특별시 종로구 청계천로 149,,,0,0,0,0,0,1628.37,0,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,3,0,0,0,0,0,0,0,0,0,0,0,0,,,1967-05-07,,0,0,,0,,0,37.568854,126.9941164,"(37.568854,126.9941164)"
378,17,집합,서울특별시 종로구 종로2가 1-2,서울특별시 종로구 종로 ,종각 지하도상가,,0,0,0,0,0,2529.73,0,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,0,,0,37.5702576,126.9851438,"(37.5702576,126.9851438)"
379,18,집합,서울특별시 종로구 종로4가 183,서울특별시 종로구 종로 ,종오 지하도상가,,0,0,0,0,0,2311.15,0,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,0,,0,37.5708618,126.9990368,"(37.5708618,126.9990368)"
380,19,집합,서울특별시 종로구 종로5가 194-1,서울특별시 종로구 동호로 ,마전교 지하도상가,,0,0,0,0,0,718.61,0,0,0,철골콘크리트구조,판매시설,(철근)콘크리트,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,0,,0,37.5702564,127.0020017,"(37.5702564,127.0020017)"
381,20,집합,서울특별시 종로구 종로5가 314-7,서울특별시 종로구 청계천로 ,,,329,0,0,1174.6,522.95,4894.25,3715.85,44.5215,316.3503,철근콘크리트구조,판매시설,(철근)콘크리트,2,8,0,0,0,0,0,0,0,0,0,0,0,0,1983-02-28,,1984-05-17,,0,0,,0,,0,37.5701085,127.0030434,"(37.5701085,127.0030434)"
382,21,집합,서울특별시 종로구 종로6가 262-1,서울특별시 종로구 종로 ,동대문종합시장,디동,1029,0,0,0,0,14280.59,0,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,0,,0,37.5708025,127.0069189,"(37.5708025,127.0069189)"
383,22,집합,서울특별시 종로구 종로6가 287-1,서울특별시 종로구 율곡로 ,동대문 지하도상가,,0,0,0,0,0,1236.88,0,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,0,,0,37.5706272,127.0094409,"(37.5706272,127.0094409)"
384,23,집합,서울특별시 종로구 종로6가 289-42,서울특별시 종로구 종로 ,동대문종합시장,비동,947,0,0,0,3016.13,20294.51,17588.39,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,6,0,0,0,0,0,0,0,0,0,0,0,0,,,1973-09-07,,0,0,,0,,0,37.570171,127.0082044,"(37.570171,127.0082044)"
385,24,집합,서울특별시 종로구 종로6가 289-42,서울특별시 종로구 종로 ,동대문종합상가,C동,0,156,0,0,1715.77,11497.03,9925.96,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,6,26.7,0,0,0,0,0,0,0,0,0,2,0,,,1973-09-07,,0,0,,0,,0,37.570171,127.0082044,"(37.570171,127.0082044)"
386,25,집합,서울특별시 종로구 종로6가 289-42,서울특별시 종로구 종로 ,동대문종합상가,F동,0,61,0,0,769.09,3403.83,2672.76,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,5,20.6,0,0,0,0,0,0,0,0,0,0,0,,,1973-09-07,,0,0,,0,,0,37.570171,127.0082044,"(37.570171,127.0082044)"
387,26,집합,서울특별시 종로구 종로6가 289-42,서울특별시 종로구 종로 ,동대문종합상가,A동,0,213,0,16428.63,3216.8,23949.48,20711.34,19.580451,126.06857,철근콘크리트구조,판매시설,(철근)콘크리트,1,7,27.7,0,0,0,0,0,0,0,0,0,3,0,,,1973-09-07,,0,0,,0,,0,37.570171,127.0082044,"(37.570171,127.0082044)"
388,27,집합,서울특별시 종로구 종로6가 289-42,서울특별시 종로구 종로 ,동대문종합시장,이동,142,0,0,0,788.79,2331.14,1664.76,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,3,0,0,0,0,0,0,0,0,0,0,0,0,,,1973-09-07,,0,0,,0,,0,37.570171,127.0082044,"(37.570171,127.0082044)"
389,28,집합,서울특별시 종로구 종로6가 289-57,서울특별시 종로구 종로 ,동대문종합시장 신관,동대문종합시장 신관,0,16,0,2193.1,1315.54,13533.3,9876.85,59.985408,450.36022,철근콘크리트구조,판매시설,(철근)콘크리트,2,9,35.5,0,0,0,1,0,0,0,0,0,3,1,1983-08-05,,1985-04-15,,0,0,,0,,0,37.5707806,127.0081098,"(37.5707806,127.0081098)"
